Year,Brand,Model,Title,Mile,Price,Transmition,EXT_COLOR,INT_COLOR,Derivtrain,zipcode
2012,Mitsubishi,i-MiEV ES,USED,32428,4990,Automatic,Silver,Black,RWD,75207
2014,Dodge,Durango Limited,USED,58066,13900,Automatic,Black,Black,RWD,75207
2020,Chevrolet,Trax LS,NEW,0,16265,Automatic,Gray,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,16265,Automatic,Gray,Black,FWD,75207
2020,Chevrolet,Spark 1LT,NEW,0,14948,CVT,Blue,Black,FWD,75207
2020,Chevrolet,Spark LT,NEW,0,15490,Automatic,Silver,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,19315,Automatic,White,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,19315,Automatic,White,Black,FWD,75207
2014,Toyota,Prius c Two,USED,37163,8900,Automatic,Blue,Gray,FWD,75207
2020,Nissan,Rogue SV,NEW,0,25527,CVT,Gray,Gray,FWD,75207
2000,Ferrari,360 Modena,USED,24508,67948,Other / Unknown,Blue,Other,RWD,75207
2020,Chevrolet,Malibu 1LS,NEW,0,22565,CVT,White,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,15467,Automatic,Gray,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,15467,Automatic,Black,Black,FWD,75207
2020,Chevrolet,Spark 1LT,NEW,0,14727,CVT,White,Black,FWD,75207
2020,Nissan,Rogue SL,NEW,0,31485,CVT,Black,Gray,FWD,75207
2014,Nissan,Altima 2.5 SL,USED,0,9977,CVT,Silver,Other,FWD,75207
2020,Ford,EcoSport Titanium,NEW,0,26230,Automatic,Black,Other,4x4/4-wheel drive,75207
2019,Cadillac,XT4 Premium Luxury,NEW,0,36988,Automatic,Red,Black,FWD,75207
2020,Nissan,Versa S,NEW,0,15997,CVT,White,Gray,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,15195,CVT,Red,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,15195,CVT,Red,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,15195,CVT,Red,Black,FWD,75207
2020,Nissan,Versa 1.6 SV,NEW,0,15922,CVT,Silver,Gray,FWD,75207
2019,Kia,Rio S,NEW,0,17325,Automatic,Gray,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,18334,Automatic,Gray,Other,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,20321,Automatic,Silver,Black,AWD,75207
2020,Chevrolet,Trax LS,NEW,0,18238,Automatic,Gray,Black,FWD,75207
2006,Hyundai,Tiburon GT,USED,162863,3500,Automatic,Blue,Other,FWD,75207
2016,INFINITI,Q70L 3.7X,USED,38336,18495,Automatic,Black,Gray,AWD,75207
2020,Nissan,Versa S,NEW,0,16533,CVT,Silver,Gray,FWD,75207
2019,Kia,Sedona EX,USED,3852,21899,Automatic,White,Gray,FWD,75207
2020,Chevrolet,Trax LT,NEW,0,24645,Automatic,Silver,Black,FWD,75207
2010,Cadillac,SRX Luxury Collection,USED,54000,11700,Automatic,Other,Other,AWD,75207
2018,Chrysler,Pacifica Hybrid Touring Plus,USED,9956,29995,Automatic,White,Other,FWD,75207
2014,GMC,Acadia SLE-1,USED,56148,12997,Automatic,White,Gray,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,17311,Automatic,Gray,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,10990,Automatic,Red,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,10990,Automatic,Gray,Black,FWD,75207
2019,Nissan,Kicks SV,NEW,0,16870,CVT,Silver,Gray,FWD,75207
2020,Nissan,Versa S,NEW,0,16710,CVT,Black,Gray,FWD,75207
2017,Acura,MDX Sport Hybrid 3.0L w/Advance Package,USED,11751,39500,Automatic,Black,Black,AWD,75207
2020,Nissan,Versa S,NEW,0,14838,Manual,White,Gray,FWD,75207
2015,Ford,Edge SEL,USED,43000,12950,Automatic,Blue,Black,AWD,75207
2020,Chevrolet,Spark 2LT,NEW,0,19285,CVT,Blue,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,13445,CVT,Red,Black,FWD,75207
2005,Bentley,Arnage RL,USED,38552,57885,Automatic,Gray,Black,RWD,75207
2020,Chevrolet,Trax LS,NEW,0,17518,Automatic,White,Black,AWD,75207
2008,Saturn,Sky Red Line,USED,65559,9899,Automatic,Yellow,Black,RWD,75207
2016,Subaru,WRX Base,USED,62000,16900,Manual,Silver,Black,AWD,75207
1994,Acura,Integra LS,USED,154342,2990,Manual,Black,Beige,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,14258,CVT,Orange,Other,FWD,75207
2005,Nissan,Quest 3.5 SL,USED,110266,2999,Automatic,Black,Other,FWD,75207
2020,Chevrolet,Trax LT,NEW,0,20465,Automatic,White,Black,FWD,75207
2020,Nissan,Versa S,NEW,0,16271,CVT,White,Gray,FWD,75207
2020,Nissan,Versa S,NEW,0,16068,CVT,Silver,Gray,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,19905,Automatic,Black,Other,AWD,75207
2018,Toyota,Corolla iM Base,USED,39220,11990,Manual,Blue,Black,FWD,75207
2019,Nissan,Rogue SV,NEW,0,25642,CVT,White,Beige,AWD,75207
2005,Chevrolet,Monte Carlo SS Supercharged,USED,90294,5778,Automatic,White,Beige,FWD,75207
2018,Bentley,Bentayga W12 Signature,USED,4998,174989,Automatic,Black,Black,AWD,75207
2017,Mercedes-Benz,AMG GT AMG GT,USED,13825,69900,Automatic,White,Black,RWD,75207
2015,Lamborghini,Huracan LP610-4,USED,4282,199888,Automatic,Other,Other,AWD,75207
2010,Ford,Explorer Sport Trac Limited,USED,49039,23471,Automatic,Silver,Gray,AWD,75207
2001,Volvo,V70 XC,USED,164529,2500,Automatic,Gold,Other,AWD,75207
2020,Chevrolet,Spark ACTIV,NEW,0,14324,CVT,Red,Black,FWD,75207
2020,Chevrolet,Sonic LT,NEW,0,17181,Automatic,White,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,10995,CVT,Black,Black,FWD,75207
2016,Hyundai,Equus Ultimate,USED,55932,25881,Automatic,Black,White,RWD,75207
2020,Ford,EcoSport SE,NEW,0,21052,Automatic,Black,Black,FWD,75207
2020,Chevrolet,Spark 1LT,NEW,0,16325,CVT,Red,Black,FWD,75207
2020,Nissan,Versa S,NEW,0,15254,CVT,Silver,Gray,FWD,75207
2019,Dodge,Grand Caravan SE,NEW,0,18064,Automatic,Silver,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,11959,CVT,Silver,Black,FWD,75207
2020,Chevrolet,Malibu 1LS,NEW,0,20083,CVT,Gray,Beige,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,18916,Automatic,White,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,20191,Automatic,White,Gray,FWD,75207
2016,Buick,Enclave Leather,USED,14293,17979,Automatic,White,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,16056,Automatic,Gray,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,13496,CVT,Red,Black,FWD,75207
2020,Chevrolet,Spark 1LT,NEW,0,16592,CVT,White,Black,FWD,75207
2003,Audi,RS6 Quattro,USED,97567,13995,Automatic,Silver,Black,AWD,75207
2020,Chevrolet,Trax LS,NEW,0,18007,Automatic,Black,Black,FWD,75207
2019,Buick,Encore Preferred,NEW,0,15590,Automatic,Silver,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,13906,CVT,Blue,Black,FWD,75207
2020,Chevrolet,Spark 1LT,NEW,0,15674,CVT,Blue,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,18979,Automatic,Black,Black,FWD,75207
2019,Kia,Cadenza Technology,NEW,0,29991,Automatic,Blue,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,16314,Automatic,Gray,Black,FWD,75207
2018,Ford,Flex Limited,USED,39122,16795,Automatic,Black,Other,AWD,75207
2015,Chevrolet,Malibu 1LS,USED,21040,8995,Automatic,Black,Black,FWD,75207
2010,Kia,Rio LX,USED,77273,5371,Automatic,Beige,Beige,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,11247,CVT,Red,Black,FWD,75207
2013,Dodge,Grand Caravan SE,USED,35956,9700,Automatic,Black,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,19295,Automatic,White,Black,FWD,75207
2019,Nissan,Maxima 3.5 SR,USED,2589,25399,CVT,Black,Gray,FWD,75207
2007,Lincoln,Town Car Signature Limited,USED,37615,16995,Automatic,Beige,Beige,RWD,75207
2020,Nissan,Rogue SL,NEW,0,27531,CVT,White,Gray,FWD,75207
2017,Nissan,Versa 1.6 S+,USED,35072,8999,CVT,White,Gray,FWD,75207
2020,Nissan,Versa S,NEW,0,16033,CVT,Black,Gray,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,17502,Automatic,White,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,17502,Automatic,White,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,17465,Automatic,Gray,Black,FWD,75207
2020,Nissan,Rogue SV,NEW,0,25371,CVT,Blue,Beige,FWD,75207
2020,Ford,EcoSport SES,NEW,0,24755,Automatic,Silver,Black,4x4/4-wheel drive,75207
2020,Nissan,Versa 1.6 SR,NEW,0,15935,CVT,Silver,Gray,FWD,75207
2020,Nissan,Versa S,NEW,0,14931,Manual,Silver,Gray,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,18505,Automatic,Gray,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,18505,Automatic,Gray,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,18238,Automatic,Gray,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,18072,Automatic,Gray,Other,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,18072,Automatic,Gray,Other,FWD,75207
2017,Hyundai,Santa Fe Sport 2.4L,USED,42790,13500,Automatic,White,Gray,AWD,75207
2020,Chevrolet,Trax LS,NEW,0,19215,Automatic,Silver,Black,FWD,75207
2020,Chevrolet,Spark 1LT,NEW,0,16095,CVT,Black,Black,FWD,75207
2020,Buick,Envision Premium I,NEW,0,36500,Automatic,Gray,Gray,AWD,75207
2020,Chevrolet,Trax LS,NEW,0,17811,Automatic,White,Black,FWD,75207
2018,Honda,Civic Type R Touring,USED,0,29899,Manual,Black,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,13657,Automatic,Black,Black,FWD,75207
2018,Lexus,RX 350L Premium,USED,0,37983,Automatic,Gray,Black,FWD,75207
2019,Ford,Transit-150 Base,NEW,0,24490,Automatic,White,Gray,RWD,75207
2020,Chevrolet,Spark LT,NEW,0,13207,Automatic,Black,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,11675,CVT,Orange,Black,FWD,75207
2006,GMC,Sierra 1500 SLE Crew Cab,USED,0,10899,Automatic,Gold,Gray,4x4/4-wheel drive,75207
2020,Nissan,Versa S,NEW,0,16452,CVT,Silver,Gray,FWD,75207
2020,Nissan,Versa S,NEW,0,13800,Manual,Black,Gray,FWD,75207
2020,Chevrolet,Trax LT,NEW,0,20949,Automatic,White,Other,AWD,75207
2001,Pontiac,Firebird Formula,USED,67941,9988,Other / Unknown,Other,Other,RWD,75207
2019,Jaguar,XE SV Project 8,NEW,0,149997,Automatic,Other,Black,AWD,75207
2017,Chevrolet,Equinox LT BLUETOOTH&BACKUP CAMERA,USED,32808,13599,Automatic,Black,Black,FWD,75207
2009,Nissan,Murano SL,USED,123492,4500,CVT,Blue,Beige,FWD,75207
2013,Volvo,C30 T5 R-Design,USED,0,10950,Automatic,White,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,16584,Automatic,White,Black,FWD,75207
2017,Volvo,S60 T5 Inscription Platinum,USED,18740,18299,Automatic,White,Black,FWD,75207
2014,RAM,1500 Tradesman/Express,USED,0,13999,Automatic,Other,Other,RWD,75207
2017,Mercedes-Benz,Metris Base,USED,22000,19500,Automanual,White,Black,RWD,75207
2007,Cadillac,Escalade EXT,USED,0,12995,Automatic,White,Brown,AWD,75207
2020,Chevrolet,Trax LS,NEW,0,18345,Automatic,Gray,Black,FWD,75207
2020,Volvo,V60 Cross Country T5,NEW,0,49055,Automatic,Silver,Gray,AWD,75207
2020,Chevrolet,Trax LT,NEW,0,20465,Automatic,Black,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,19314,Automatic,Black,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,19314,Automatic,White,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,19314,Automatic,Silver,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,19314,Automatic,Silver,Black,FWD,75207
2004,Saturn,Vue BASE,USED,79437,3599,Automatic,Black,Gray,FWD,75207
2002,Jaguar,X-Type 3.0,USED,72188,2899,Automatic,Silver,Black,AWD,75207
2006,Lincoln,Town Car Signature,USED,77000,5700,Automatic,Blue,White,RWD,75207
2009,Cadillac,Escalade Hybrid,USED,144971,7895,CVT,White,Beige,4x4/4-wheel drive,75207
2010,Volkswagen,Eos Komfort,USED,82313,6300,Automatic,Red,Beige,FWD,75207
2010,Land,Rover LR2 HSE,USED,0,6250,Automatic,Gray,Black,4x4/4-wheel drive,75207
2018,Lexus,LC 500 Base,USED,15661,65995,Automatic,Other,Other,RWD,75207
2020,Hyundai,Palisade SEL,USED,0,39100,Automatic,Gray,Black,FWD,75207
2019,RAM,1500 Classic Tradesman,NEW,0,32470,Automatic,Gray,Black,4x4/4-wheel drive,75207
2020,Chevrolet,Trax LS,NEW,0,18000,Automatic,Black,Black,FWD,75207
2014,INFINITI,Q50 Premium,USED,47815,13500,Automatic,Gray,Black,AWD,75207
2018,Nissan,Altima 2.5 SR,USED,16904,14995,CVT,White,Black,FWD,75207
2017,Hyundai,Elantra GT Base,USED,11597,10990,Automatic,Silver,Black,FWD,75207
2020,Chevrolet,Spark 1LT,NEW,0,17445,CVT,Gray,Black,FWD,75207
2014,Ford,Sedan Police Interceptor Base,USED,83611,10990,Automatic,White,Black,AWD,75207
2019,Ford,Flex Limited,USED,26160,22700,Automatic,Black,Black,AWD,75207
2020,Chevrolet,Spark LS,NEW,0,10961,Manual,Gray,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,15194,CVT,Red,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,15194,CVT,Red,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,15194,CVT,Red,Black,FWD,75207
2015,Kia,K900 Luxury,USED,37988,20450,Automatic,Silver,Black,RWD,75207
2020,Chevrolet,Trax LS,NEW,0,16939,Automatic,White,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,10995,CVT,Beige,Black,FWD,75207
2006,Cadillac,DTS Performance,USED,90866,5995,Automatic,White,Beige,FWD,75207
2014,Nissan,Frontier SV,USED,57816,10478,Automatic,Black,Gray,RWD,75207
2006,Toyota,Camry Solara SE,USED,116601,4981,Automatic,Black,Blue,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,13794,CVT,White,Black,FWD,75207
2020,Chevrolet,Spark 2LT,NEW,0,18137,CVT,Black,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,16435,Automatic,Gray,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,17790,Automatic,Black,Black,FWD,75207
2020,Chevrolet,Spark 1LT,NEW,0,13917,CVT,Silver,Other,FWD,75207
2020,Nissan,Versa S,NEW,0,16485,CVT,White,Gray,FWD,75207
2020,Ford,EcoSport Titanium,NEW,0,27161,Automatic,Red,Black,4x4/4-wheel drive,75207
2020,Nissan,Versa S,NEW,0,16299,CVT,Black,Gray,FWD,75207
2017,Chevrolet,SS Base,USED,0,28900,Automatic,Black,Black,RWD,75207
2019,Nissan,Versa 1.6 S+,NEW,0,14202,CVT,Gray,Gray,FWD,75207
2019,Nissan,Versa 1.6 S+,NEW,0,13985,CVT,Gray,Gray,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,16056,Automatic,Silver,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,19415,Automatic,White,Other,FWD,75207
2020,Chevrolet,Bolt EV Premier,NEW,0,32873,Automatic,Red,Gray,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,17373,Automatic,Silver,Black,FWD,75207
2018,Subaru,BRZ Limited,USED,2685,18879,Automatic,Black,Black,RWD,75207
2017,INFINITI,Q50 3.0T Red Sport 400,USED,17657,22899,Automatic,Gray,Black,RWD,75207
2010,Ferrari,California,USED,50952,68999,Automatic,Red,Beige,RWD,75207
2011,Mercedes-Benz,R 350 4MATIC,USED,0,10787,Automatic,Black,Beige,AWD,75207
2019,Buick,Enclave Preferred,USED,0,29500,Automatic,Black,Gray,FWD,75207
2020,Hyundai,Accent SE,NEW,0,13098,CVT,Blue,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,18830,Automatic,White,Other,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,10381,CVT,Beige,Black,FWD,75207
2020,Chevrolet,Trax LT,NEW,0,20723,Automatic,White,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,16575,Automatic,Black,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,12894,Automatic,Black,Black,FWD,75207
2018,Lexus,LS 500,USED,0,55987,Automatic,Silver,Other,AWD,75207
2007,Lexus,SC 430,USED,66869,13495,Automatic,Gray,Black,RWD,75207
2020,Chevrolet,Trax LS,NEW,0,17843,Automatic,Silver,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,17843,Automatic,Silver,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,14590,CVT,Blue,Black,FWD,75207
2019,Toyota,86 GT,USED,0,21995,Manual,Blue,Black,RWD,75207
2020,Chevrolet,Trax LS,NEW,0,19400,Automatic,Black,Black,AWD,75207
2020,Chevrolet,Spark LS,NEW,0,9944,Automatic,Red,Black,FWD,75207
2017,Ford,Shelby GT350 Base,USED,17934,47277,Manual,Gray,Black,RWD,75207
2013,Honda,Crosstour EX-L,USED,57088,10900,Automatic,Silver,Black,FWD,75207
2016,Nissan,Sentra FE+ S,USED,23684,8490,CVT,Gray,Gray,FWD,75207
2020,Nissan,Rogue SL,NEW,0,31488,CVT,White,Beige,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,18530,Automatic,Gray,Black,FWD,75207
2020,Nissan,Rogue SL,NEW,0,29349,CVT,Black,Gray,FWD,75207
2020,Nissan,Versa S,NEW,0,16128,CVT,Black,Gray,FWD,75207
2020,Nissan,Rogue SV,NEW,0,26562,CVT,Gray,Gray,FWD,75207
2019,Cadillac,XT4 Premium Luxury,NEW,0,36988,Automatic,Red,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,14882,CVT,Red,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,14547,CVT,Orange,Black,FWD,75207
2018,Dodge,Durango SRT,USED,4466,51550,Automatic,White,Black,AWD,75207
2020,Ford,EcoSport SES,NEW,0,24755,Automatic,Blue,Black,4x4/4-wheel drive,75207
2020,Chevrolet,Trax LS,NEW,0,19755,Automatic,White,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,19724,Automatic,White,Other,FWD,75207
2020,Ford,EcoSport SES,NEW,0,21747,Automatic,Red,Black,4x4/4-wheel drive,75207
2020,Chevrolet,Trax LS,NEW,0,19716,Automatic,Gray,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,18072,Automatic,Gray,Other,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,19716,Automatic,Gray,Black,FWD,75207
2015,Buick,Verano Convenience Group,USED,57483,8995,Automatic,White,Gray,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,19830,Automatic,Silver,Black,FWD,75207
2019,Cadillac,XT4 Premium Luxury,NEW,0,37235,Automatic,Gray,Black,FWD,75207
2017,Nissan,Maxima 3.5 Platinum,USED,34635,23700,CVT,White,Gray,FWD,75207
2018,Chevrolet,Traverse LT Cloth,USED,13554,21589,Automatic,Gray,Black,FWD,75207
2017,INFINITI,QX50 Base,USED,4443,16978,Automatic,White,Gray,RWD,75207
2020,Chevrolet,Trax Premier,NEW,0,29525,Automatic,Red,Black,FWD,75207
2020,Buick,Envision Essence,NEW,0,34055,Automatic,Blue,Gray,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,13657,Automatic,Silver,Black,FWD,75207
2019,Chevrolet,Trax Premier,NEW,0,18667,Automatic,Silver,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,14140,Automatic,Silver,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,14140,Automatic,Silver,Black,FWD,75207
2014,Hyundai,Equus Signature,USED,52032,15997,Automatic,White,White,RWD,75207
2017,Nissan,NV200 SV,USED,98736,10498,CVT,White,Gray,FWD,75207
2020,Nissan,Rogue SL,NEW,0,32053,CVT,Blue,Gray,AWD,75207
2020,Nissan,Versa S,NEW,0,14900,CVT,Black,Gray,FWD,75207
2017,Chevrolet,Trax LS,USED,21945,8999,Automatic,Silver,Black,FWD,75207
2006,Scion,xB,USED,54743,3900,Manual,Silver,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,12194,Automatic,White,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,17380,Automatic,Silver,Black,AWD,75207
2020,Chevrolet,Spark LS,NEW,0,11519,CVT,White,Black,FWD,75207
2014,Mercedes-Benz,E 350 4MATIC,USED,97746,18981,Automatic,Silver,Black,AWD,75207
2019,RAM,1500 Classic Express,NEW,0,31277,Automatic,Black,Black,RWD,75207
2015,RAM,ProMaster City Tradesman,USED,110000,5000,Automanual,White,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,11999,CVT,Gray,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,18916,Automatic,White,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,19290,Automatic,Black,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,14048,Automatic,Gray,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,14048,Automatic,Gray,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,14048,Automatic,White,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,14048,Automatic,Silver,Black,FWD,75207
2020,Nissan,Versa 1.6 SR,NEW,0,17357,CVT,Gray,Gray,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,19189,Automatic,White,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,19189,Automatic,White,Black,FWD,75207
2019,Lincoln,Nautilus Reserve,USED,0,34900,Automatic,Black,Gray,AWD,75207
2012,Audi,A6 3.0T Premium Plus,USED,37627,16500,Automatic,Black,Black,AWD,75207
2020,Chevrolet,Trax LS,NEW,0,18315,Automatic,White,Black,FWD,75207
2009,smart,ForTwo Passion Cabriolet,USED,78576,5481,Automatic,White,Black,RWD,75207
2007,Saturn,Sky Base,USED,46215,7599,Manual,Red,Black,RWD,75207
2019,Ford,Transit-150 Base,NEW,0,26404,Automatic,White,Gray,RWD,75207
2017,Dodge,Durango R/T,USED,37393,23491,Automatic,White,Black,AWD,75207
2020,Chevrolet,Trax LS,NEW,0,17691,Automatic,White,Black,FWD,75207
2020,Chevrolet,Spark LS,NEW,0,10995,CVT,Red,Black,FWD,75207
2010,Lexus,HS 250h,USED,86987,7990,CVT,Red,Other,FWD,75207
2020,Nissan,Versa 1.6 SR,NEW,0,16380,CVT,Black,Gray,FWD,75207
2020,Ford,EcoSport S,NEW,0,17910,Automatic,Red,Gray,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,19790,Automatic,White,Other,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,19415,Automatic,Black,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,18439,Automatic,White,Black,FWD,75207
2007,Chevrolet,Avalanche LT,USED,134825,7995,Automatic,Red,Black,RWD,75207
2019,Chevrolet,Trax LS,NEW,0,20580,Automatic,White,Black,AWD,75207
2020,Nissan,Rogue SV,NEW,0,25980,CVT,Black,Gray,FWD,75207
2020,Nissan,Rogue SV,NEW,0,25980,CVT,Gray,Gray,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,19024,Automatic,Black,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,19024,Automatic,Black,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,19024,Automatic,Black,Black,FWD,75207
2007,Cadillac,DTS Luxury I,USED,74858,6950,Automatic,Brown,Beige,FWD,75207
2020,Nissan,Versa S,NEW,0,15999,CVT,White,Other,FWD,75207
2000,Buick,Century Custom,USED,135456,2500,Automatic,Red,Other,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,17397,Automatic,Silver,Black,FWD,75207
2012,Ford,Taurus SEL,USED,137206,7888,Automatic,White,Other,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,13763,Automatic,Silver,Black,FWD,75207
2020,Nissan,Versa S,NEW,0,16227,CVT,Gray,Gray,FWD,75207
2020,Nissan,Versa S,NEW,0,16257,CVT,Gray,Gray,FWD,75207
2020,Nissan,Versa S,NEW,0,16257,CVT,Silver,Gray,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,22088,Automatic,White,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,21756,Automatic,White,Gray,FWD,75207
2014,Kia,Sorento LIMITED-SXL,USED,84041,14999,Automatic,Other,Other,FWD,75207
2010,Chrysler,Town & Country Touring Plus,USED,132159,5995,Automatic,Blue,Gray,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,18798,Automatic,Gray,Black,FWD,75207
2017,FIAT,500e Battery Electric,USED,12997,9500,Automatic,Orange,Black,FWD,75207
2015,Kia,Cadenza Premium,USED,58607,13974,Automatic,Gray,Black,FWD,75207
2016,FIAT,500e Battery Electric,USED,34676,7140,Automatic,Silver,Black,FWD,75207
2020,Nissan,Versa S,NEW,0,15507,CVT,Gray,Gray,FWD,75207
2015,Ford,Taurus SE,USED,85569,7999,Automatic,White,Beige,FWD,75207
2015,Nissan,Sentra SV,USED,13455,11500,CVT,Silver,Gray,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,19219,Automatic,Gray,Black,FWD,75207
2020,Nissan,Versa S,NEW,0,17985,CVT,White,Gray,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,17634,Automatic,Black,Black,FWD,75207
2010,Buick,Lucerne CXL,USED,69534,6978,Automatic,Black,Black,FWD,75207
2004,Buick,Century,USED,69000,3799,Automatic,Green,Beige,FWD,75207
2020,Hyundai,Accent SE,NEW,0,14790,CVT,Silver,Black,FWD,75207
2020,Chevrolet,Spark 2LT,NEW,0,19040,CVT,White,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,18414,Automatic,Gray,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,18414,Automatic,Black,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,17843,Automatic,White,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,18219,Automatic,Silver,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,17757,Automatic,White,Gray,FWD,75207
2020,Nissan,Rogue SV,NEW,0,25876,CVT,Gray,Gray,FWD,75207
2020,Chevrolet,Trax LT,NEW,0,17999,Automatic,Black,Black,FWD,75207
2016,Dodge,Durango Limited,USED,66186,17575,Automatic,Black,Black,RWD,75207
2007,Cadillac,DTS V8,USED,118550,4865,Automatic,Green,Beige,FWD,75207
2020,Ford,EcoSport Titanium,NEW,0,25378,Automatic,Black,Black,FWD,75207
2020,Chevrolet,Trax LS,NEW,0,15467,Automatic,Gray,Black,FWD,75207
2020,Nissan,Versa S,NEW,0,15952,CVT,White,Gray,FWD,75207
